age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,sport_frequency,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,art_digital_traditional,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,acad_reading_habit,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,analy_patience_level,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_sleep_quality,category,hobby
11,No,None,None,None,None,None,None,Yes,Other,Low,No,Low,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Yoga,High,Good,Health,Yoga
9,Yes,both,Cricket,Medium,Team,Medium,1-2 days,Yes,Music,Medium,No,Low,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Low,Good,Sports,Cricket
13,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,No,Other,Low,Poor,Arts,Drawing
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,High,Yes,Other,High,Good,Health,Yoga
8,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,Low,Good,Arts,Drawing
9,Yes,indoor,Other,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Gymnastics,High,Average,Sports,Cricket
12,No,None,None,None,None,None,None,Yes,Music,Medium,No,Low,Free,Both,No,None,None,None,None,None,None,Yes,Coding,Medium,Yes,Alone,Yes,Low,Other,Medium,Yes,Other,Low,Average,Analytical,Coding
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,With others,No,High,None,Low,No,Other,Medium,Good,Analytical,Chess
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Other,High,Average,Academics,Science Club
14,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Other,High,Poor,Arts,Drawing
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,Yes,With others,Yes,High,Other,Low,Yes,Running,Low,Good,Analytical,Robotics
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,High,Yes,Meditation,Low,Average,Academics,Creative Writing
5,Yes,indoor,Badminton,High,Individual,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,Yes,Running,High,Average,Sports,Badminton
13,No,None,None,None,None,None,None,Yes,Dance,Low,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,High,Good,Health,Running
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Running,High,Good,Academics,Math Olympiad
5,No,None,None,None,None,None,None,Yes,Drawing,Low,Yes,Low,Free,Traditional,Yes,Other,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,Asthma,Low,No,Swimming,High,Good,Academics,Math Olympiad
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,Yes,Other,High,Good,Health,Yoga
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Yoga,High,Poor,Health,Yoga
14,Yes,outdoor,Cricket,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,Low,Poor,Sports,Cricket
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,Yes,No,No,None,None,None,None,None,None,Other,High,No,Other,Low,Good,Academics,Math Olympiad
17,No,None,None,None,None,None,None,Yes,Dance,High,No,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,Yes,Other,Low,Good,Arts,Dance
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,With others,No,High,None,High,Yes,Running,High,Average,Analytical,Coding
11,Yes,indoor,Other,Medium,Team,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Other,Low,Average,Sports,Cricket
8,No,None,None,None,None,None,None,Yes,Dance,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,Yes,Other,Low,No,With others,No,Low,Other,Low,No,Gymnastics,Medium,Average,Arts,Dance
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,No,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,No,Gymnastics,High,Average,Academics,Math Olympiad
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Individual,No,Yes,Yes,Puzzles,Low,No,With others,No,Low,None,Low,No,Other,Medium,Good,Academics,Math Olympiad
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Gymnastics,Medium,Average,Health,Gymnastics
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Meditation,High,Good,Academics,Science Club
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Medium,No,Alone,Yes,High,Asthma,Low,No,Yoga,High,Good,Analytical,Coding
5,Yes,indoor,Swimming,High,Individual,Medium,5+ days,No,None,None,None,None,None,None,Yes,Language,No,No,Group,No,No,No,None,None,None,None,None,None,None,High,No,Meditation,High,Average,Sports,Swimming
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,No,Individual,Yes,No,Yes,Logical Games,Low,Yes,Alone,No,Low,None,High,No,Gymnastics,Low,Good,Academics,Math Olympiad
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,No,Swimming,Medium,Good,Health,Swimming
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,Yes,With others,Yes,High,None,High,No,Running,High,Good,Analytical,Robotics
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,With others,Yes,High,None,Medium,Yes,Gymnastics,Medium,Average,Analytical,Coding
14,Yes,indoor,Table Tennis,Low,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,Medium,Poor,Sports,Table Tennis
12,Yes,indoor,Table Tennis,Medium,Team,High,1-2 days,No,None,None,None,None,None,None,Yes,Other,No,No,Individual,No,No,No,None,None,None,None,None,None,None,Medium,No,Yoga,High,Poor,Sports,Table Tennis
15,Yes,both,Badminton,Medium,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,Low,Good,Sports,Badminton
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Yoga,Low,Average,Academics,Creative Writing
10,Yes,both,Swimming,Low,Individual,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,No,High,None,Low,Yes,Gymnastics,Medium,Poor,Analytical,Robotics
9,Yes,indoor,Table Tennis,Medium,Team,Low,3-4 days,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Other,Medium,Yes,Yoga,High,Good,Academics,Creative Writing
13,No,None,None,None,None,None,None,Yes,Dance,Medium,No,Low,Free,Both,Yes,Other,Yes,Yes,Group,No,No,No,None,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,Good,Academics,Math Olympiad
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,No,Group,No,No,No,None,None,None,None,None,None,None,Medium,Yes,Running,Medium,Average,Health,Running
5,Yes,indoor,Other,Low,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Swimming,High,Average,Sports,Cricket
9,Yes,outdoor,Swimming,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,High,Average,Sports,Swimming
5,Yes,both,Table Tennis,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Running,Low,Average,Sports,Table Tennis
6,Yes,both,Football,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Yoga,Low,Good,Sports,Football
9,No,None,None,None,None,None,None,Yes,Dance,High,Yes,High,Structured,Both,Yes,Language,No,No,Individual,Yes,Yes,No,None,None,None,None,None,None,Asthma,Medium,No,Yoga,Low,Poor,Arts,Dance
16,Yes,both,Swimming,Medium,Team,Low,1-2 days,Yes,Music,Low,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,Medium,Good,Arts,Music
6,Yes,outdoor,Swimming,Medium,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,No,With others,Yes,Low,None,High,Yes,Gymnastics,Low,Good,Sports,Swimming
9,No,None,None,None,None,None,None,Yes,Music,Medium,No,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Poor,Arts,Music
11,Yes,outdoor,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Running,Low,Poor,Sports,Swimming
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,High,Average,Academics,Math Olympiad
9,Yes,outdoor,Basketball,High,Team,High,5+ days,Yes,Dance,Low,Yes,Low,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Yoga,High,Good,Sports,Basketball
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,Other,Medium,Yes,Yoga,Medium,Average,Academics,Math Olympiad
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,Yes,No,None,None,None,None,None,None,Asthma,Medium,No,Swimming,High,Poor,Academics,Science Club
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,Yes,High,None,High,No,Other,High,Average,Analytical,Coding
12,Yes,indoor,Swimming,Medium,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Low,No,Yoga,High,Good,Sports,Swimming
13,Yes,both,Cricket,Low,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Yoga,Medium,Average,Sports,Cricket
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,No,Alone,No,Medium,None,High,Yes,Gymnastics,High,Good,Analytical,Coding
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,Good,Health,Yoga
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,With others,No,High,None,Medium,No,Other,Low,Poor,Analytical,Robotics
11,Yes,both,Cricket,Medium,Team,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Low,Yes,With others,No,High,None,High,No,Running,Low,Average,Analytical,Chess
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Low,No,With others,Yes,Medium,None,High,No,Running,High,Good,Health,Running
15,No,None,None,None,None,None,None,Yes,Other,Medium,No,Medium,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,Good,Arts,Drawing
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,Alone,Yes,High,None,Medium,Yes,Other,Low,Good,Analytical,Robotics
13,Yes,both,Basketball,Medium,Individual,Low,1-2 days,No,None,None,None,None,None,None,Yes,Language,No,No,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,No,Meditation,Medium,Good,Academics,Creative Writing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,High,Good,Health,Yoga
9,No,None,None,None,None,None,None,Yes,Drawing,Low,No,High,Free,Digital,Yes,Other,No,No,Individual,No,No,No,None,None,None,None,None,None,None,High,No,Other,High,Good,Arts,Drawing
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,High,Poor,Health,Gymnastics
17,No,None,None,None,None,None,None,Yes,Other,High,No,High,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,Yes,Running,Medium,Good,Arts,Drawing
14,No,None,None,None,None,None,None,Yes,Dance,Medium,Yes,Low,Free,Traditional,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Alone,No,Low,Asthma,Medium,No,Swimming,High,Average,Arts,Dance
17,Yes,outdoor,Swimming,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Yoga,Low,Good,Sports,Swimming
5,No,None,None,None,None,None,None,Yes,Music,High,No,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Meditation,Low,Poor,Arts,Music
6,Yes,both,Badminton,High,Individual,High,3-4 days,Yes,Drawing,Medium,No,Low,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Other,Low,Poor,Sports,Badminton
15,Yes,both,Other,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Swimming,Medium,Average,Sports,Cricket
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Medium,Yes,With others,Yes,High,Asthma,Low,Yes,Other,Low,Average,Analytical,Chess
5,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,Medium,Poor,Arts,Music
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,No,Group,No,Yes,No,None,None,None,None,None,None,Asthma,High,No,Meditation,Low,Good,Academics,Creative Writing
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Good,Academics,Math Olympiad
5,Yes,outdoor,Basketball,Low,Team,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,Medium,Poor,Health,Swimming
16,Yes,indoor,Table Tennis,Medium,Individual,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,Low,Average,Sports,Table Tennis
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Other,High,Good,Health,Yoga
11,No,None,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Running,Low,Average,Arts,Drawing
6,Yes,indoor,Carrom,Medium,Individual,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,High,Asthma,Medium,No,Meditation,Low,Poor,Analytical,Coding
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,No,High,None,High,No,Meditation,Medium,Average,Analytical,Chess
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,Yes,High,None,Medium,Yes,Yoga,High,Poor,Analytical,Coding
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,Yes,High,None,Low,No,Swimming,Low,Poor,Analytical,Robotics
11,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,Average,Arts,Music
15,Yes,both,Football,Medium,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Other,High,Good,Sports,Football
8,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,Medium,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,Medium,Poor,Arts,Drawing
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Low,No,Gymnastics,Medium,Average,Academics,Math Olympiad
6,Yes,outdoor,Swimming,Low,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Running,Medium,Good,Sports,Swimming
9,Yes,both,Other,Medium,Individual,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,With others,Yes,Medium,None,Low,Yes,Meditation,Medium,Average,Analytical,Chess
15,Yes,outdoor,Basketball,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Running,Medium,Poor,Sports,Basketball
9,No,None,None,None,None,None,None,Yes,Other,High,No,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Running,High,Good,Arts,Drawing
14,No,None,None,None,None,None,None,Yes,Other,High,Yes,Low,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,High,Good,Arts,Drawing
14,Yes,outdoor,Athletics,High,Team,High,1-2 days,Yes,Dance,Medium,No,Low,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,No,Gymnastics,High,Good,Sports,Athletics
14,No,None,None,None,None,None,None,Yes,Other,High,No,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Swimming,High,Poor,Arts,Drawing
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,High,Average,Health,Gymnastics
14,Yes,outdoor,Other,High,Team,High,5+ days,Yes,Dance,High,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Yoga,High,Average,Sports,Cricket
11,Yes,both,Basketball,Low,Individual,High,3-4 days,Yes,Drawing,Medium,No,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Low,Yes,Gymnastics,High,Poor,Arts,Drawing
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,Average,Health,Swimming
6,No,None,None,None,None,None,None,Yes,Dance,Medium,Yes,Low,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,Low,Good,Arts,Dance
11,No,None,None,None,None,None,None,Yes,Other,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Other,Low,Good,Arts,Drawing
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,Low,Poor,Academics,Math Olympiad
6,No,None,None,None,None,None,None,Yes,Music,Low,No,Low,Structured,Digital,Yes,Other,Yes,No,Individual,No,Yes,No,None,None,None,None,None,None,Other,High,No,Swimming,Medium,Average,Health,Swimming
7,Yes,indoor,Chess,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Meditation,Medium,Good,Sports,Chess
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,High,Good,Health,Swimming
14,No,None,None,None,None,None,None,Yes,Other,Medium,Yes,Medium,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Other,Medium,Poor,Arts,Drawing
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,Yes,Meditation,Medium,Average,Health,Meditation
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Low,Yes,Alone,Yes,Low,Asthma,Low,Yes,Swimming,Medium,Average,Health,Swimming
15,Yes,outdoor,Athletics,Low,Individual,Medium,1-2 days,Yes,Dance,High,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Meditation,Low,Average,Arts,Dance
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,Yes,Yes,Puzzles,Low,No,Alone,Yes,Low,Other,High,Yes,Other,High,Poor,Academics,Math Olympiad
10,No,None,None,None,None,None,None,Yes,Dance,Low,No,Medium,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Low,No,Other,High,Poor,Arts,Dance
5,Yes,both,Other,High,Team,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Low,Yes,With others,No,High,Joint Pain,Low,No,Swimming,Low,Average,Sports,Cricket
12,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Yoga,Low,Poor,Arts,Drawing
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,No,With others,Yes,High,None,Low,No,Other,High,Average,Analytical,Robotics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,With others,No,High,None,Low,No,Running,High,Average,Analytical,Coding
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,No,Individual,No,No,Yes,Robotics,High,Yes,With others,Yes,High,Other,High,No,Yoga,Medium,Poor,Analytical,Robotics
15,Yes,indoor,Carrom,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,With others,No,Low,None,Low,No,Meditation,High,Poor,Sports,Carrom
17,Yes,indoor,Chess,High,Team,Medium,5+ days,Yes,Dance,Medium,No,Medium,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Swimming,High,Average,Sports,Chess
13,Yes,indoor,Table Tennis,High,Team,Medium,3-4 days,Yes,Other,High,No,Low,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,Medium,Good,Sports,Table Tennis
5,Yes,outdoor,Swimming,High,Individual,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Meditation,Medium,Poor,Sports,Swimming
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,High,Good,Health,Running
5,No,None,None,None,None,None,None,Yes,Drawing,Low,Yes,Low,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Running,Low,Average,Arts,Drawing
8,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,No,Yoga,High,Good,Arts,Drawing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,No,Individual,Yes,Yes,No,None,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,Good,Academics,Math Olympiad
6,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,High,Average,Arts,Drawing
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,Alone,Yes,High,Asthma,Low,Yes,Other,Low,Good,Analytical,Chess
15,No,None,None,None,None,None,None,Yes,Other,Medium,No,Low,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Swimming,High,Poor,Arts,Drawing
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Low,No,With others,Yes,High,None,Medium,No,Gymnastics,High,Good,Health,Gymnastics
14,Yes,both,Badminton,Medium,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Gymnastics,Low,Good,Sports,Badminton
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,Poor,Academics,Science Club
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Running,High,Poor,Academics,Creative Writing
6,Yes,indoor,Table Tennis,High,Individual,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Other,Low,Average,Sports,Table Tennis
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Swimming,High,Good,Health,Swimming
17,Yes,outdoor,Basketball,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Yoga,Medium,Good,Sports,Basketball
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,Yes,No,No,None,None,None,None,None,None,None,High,Yes,Swimming,High,Average,Academics,Math Olympiad
