age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,None,Low,Yes,Swimming,High,None,Academics,Creative Writing
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Running,Low,None,Health,Running
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Medium,None,Academics,Science Club
7,No,None,None,None,None,None,Yes,Music,Low,Yes,High,Structured,Yes,Math,No,Yes,Individual,No,No,None,None,None,None,None,None,Low,Yes,Running,Low,None,Arts,Music
15,No,None,None,None,None,None,Yes,Dance,Low,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Meditation,Low,None,Arts,Dance
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,High,None,Health,Meditation
9,No,None,None,None,None,None,Yes,Music,Medium,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Swimming,Low,None,Arts,Music
17,No,None,None,None,None,None,Yes,Drawing,Medium,No,Medium,Free,Yes,Math,No,No,Group,No,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Health,Gymnastics
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,Puzzles,Medium,No,With others,No,Joint Pain,High,Yes,Meditation,High,None,Academics,Math Olympiad
6,No,None,None,None,None,None,Yes,Music,Medium,Yes,Low,Structured,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,No,None,Medium,No,Meditation,Low,None,Arts,Music
12,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,Low,None,Arts,Drawing
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,Yes,Alone,No,None,Low,Yes,Yoga,High,None,Analytical,Robotics
7,Yes,outdoor,Football,High,Individual,Low,No,None,None,None,None,None,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,None,Low,No,Yoga,High,None,Academics,Science Club
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,High,None,Health,Meditation
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Swimming,High,None,Health,Swimming
14,Yes,indoor,Badminton,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Swimming,Medium,None,Health,Swimming
8,No,None,None,None,None,None,Yes,Drawing,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Swimming,High,None,Health,Swimming
14,Yes,outdoor,Cricket,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Medium,None,Sports,Cricket
14,Yes,outdoor,Football,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Medium,None,Health,Yoga
5,Yes,both,Swimming,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Gymnastics,High,None,Sports,Swimming
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,High,None,Health,Running
9,Yes,outdoor,Cricket,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,High,No,Alone,Yes,Other,High,Yes,Yoga,Low,None,Analytical,Coding
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Health,Yoga
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Swimming,Medium,None,Health,Swimming
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Health,Gymnastics
7,Yes,indoor,Badminton,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Low,None,Sports,Badminton
10,No,None,None,None,None,None,Yes,Drawing,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Medium,None,Arts,Drawing
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Running,Medium,None,Health,Running
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Yoga,Low,None,Health,Yoga
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Joint Pain,High,No,Swimming,Medium,None,Academics,Creative Writing
8,No,None,None,None,None,None,Yes,Drawing,Low,No,Medium,Structured,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Medium,None,Academics,Math Olympiad
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Low,None,Academics,Creative Writing
5,No,None,None,None,None,None,Yes,Dance,High,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Medium,None,Arts,Dance
13,No,None,None,None,None,None,Yes,Music,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Low,None,Arts,Music
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,None,Health,Meditation
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Medium,None,Health,Meditation
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,Alone,No,Joint Pain,Medium,No,Swimming,High,None,Health,Swimming
5,Yes,outdoor,Football,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Low,None,Sports,Football
9,No,None,None,None,None,None,Yes,Dance,Low,No,Medium,Structured,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,Yes,Asthma,Low,Yes,Swimming,High,None,Analytical,Robotics
8,Yes,outdoor,Cricket,High,Team,High,Yes,Drawing,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Swimming,High,None,Sports,Cricket
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,High,None,Academics,Science Club
9,No,None,None,None,None,None,Yes,Dance,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Arts,Dance
10,Yes,outdoor,Football,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,None,Sports,Football
7,Yes,outdoor,Cricket,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Meditation,High,None,Sports,Cricket
17,No,None,None,None,None,None,Yes,Drawing,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Low,None,Arts,Drawing
7,Yes,indoor,Badminton,Low,Individual,Low,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Meditation,High,None,Academics,Science Club
11,Yes,indoor,Table Tennis,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,Low,None,Sports,Table Tennis
9,No,None,None,None,None,None,Yes,Drawing,High,No,High,Structured,No,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,No,Joint Pain,Medium,No,Meditation,Medium,None,Arts,Drawing
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,No,Alone,Yes,None,Medium,Yes,Gymnastics,Low,None,Analytical,Coding
16,No,None,None,None,None,None,Yes,Drawing,Low,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Low,None,Health,Swimming
15,Yes,both,Swimming,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Meditation,Low,None,Health,Meditation
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Gymnastics,High,None,Health,Gymnastics
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Meditation,Low,None,Health,Meditation
7,No,None,None,None,None,None,Yes,Drawing,Low,No,High,Free,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Arts,Drawing
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,No,Yes,Coding,High,No,With others,Yes,None,Low,No,Gymnastics,Medium,None,Analytical,Coding
7,No,None,None,None,None,None,Yes,Music,Low,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Yoga,Medium,None,Arts,Music
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Individual,No,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Medium,None,Health,Swimming
16,Yes,both,Swimming,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,Asthma,Medium,Yes,Yoga,Low,None,Analytical,Chess
7,Yes,indoor,Table Tennis,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,High,None,Sports,Table Tennis
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,No,Alone,Yes,None,High,Yes,Swimming,Medium,None,Analytical,Chess
7,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Yoga,Medium,None,Arts,Drawing
6,No,None,None,None,None,None,Yes,Music,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,High,None,Arts,Music
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,High,None,Health,Meditation
11,Yes,outdoor,Cricket,High,Individual,Low,Yes,Music,High,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Low,None,Arts,Music
7,No,None,None,None,None,None,Yes,Music,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,High,None,Arts,Music
12,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Medium,None,Sports,Badminton
9,Yes,indoor,Badminton,Low,Individual,Medium,Yes,Music,Low,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Low,None,Sports,Badminton
13,No,None,None,None,None,None,Yes,Drawing,High,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Yoga,Low,None,Arts,Drawing
15,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Yoga,Low,None,Arts,Dance
12,No,None,None,None,None,None,Yes,Music,Low,No,High,Free,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Arts,Music
14,Yes,indoor,Badminton,Medium,Individual,High,Yes,Dance,High,Yes,High,Free,Yes,Math,No,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,None,Arts,Dance
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,None,High,No,Yoga,Low,None,Academics,Creative Writing
6,Yes,outdoor,Cricket,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Health,Gymnastics
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,Asthma,High,No,Meditation,Low,None,Academics,Math Olympiad
16,Yes,indoor,Table Tennis,Medium,Team,High,Yes,Drawing,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Meditation,High,None,Arts,Drawing
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Low,None,Academics,Science Club
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,Yes,Alone,No,Joint Pain,Medium,Yes,Swimming,Low,None,Analytical,Coding
10,Yes,indoor,Table Tennis,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Low,None,Sports,Table Tennis
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,Low,None,Health,Gymnastics
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,High,None,Health,Running
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,Yes,Coding,Low,No,Alone,Yes,Other,Medium,No,Gymnastics,High,None,Academics,Math Olympiad
14,No,None,None,None,None,None,Yes,Drawing,High,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Gymnastics,High,None,Arts,Drawing
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,With others,No,Asthma,High,No,Meditation,High,None,Analytical,Robotics
5,No,None,None,None,None,None,Yes,Dance,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Yoga,Medium,None,Arts,Dance
11,Yes,indoor,Badminton,Low,Individual,High,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Medium,None,Academics,Creative Writing
10,No,None,None,None,None,None,Yes,Drawing,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Arts,Drawing
11,Yes,indoor,Table Tennis,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Meditation,High,None,Sports,Table Tennis
9,Yes,both,Swimming,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Swimming,Medium,None,Sports,Swimming
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,No,Alone,No,Other,High,Yes,Meditation,Low,None,Analytical,Chess
7,No,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,High,None,Arts,Drawing
17,No,None,None,None,None,None,Yes,Dance,High,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Medium,None,Arts,Dance
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,High,None,Health,Meditation
14,Yes,indoor,Table Tennis,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Yoga,Medium,None,Sports,Table Tennis
17,No,None,None,None,None,None,Yes,Music,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Swimming,High,None,Arts,Music
13,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,Yes,None,Medium,Yes,Running,High,None,Analytical,Robotics
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Individual,No,No,None,None,None,None,None,Asthma,High,Yes,Meditation,High,None,Health,Meditation
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Academics,Creative Writing
10,Yes,both,Swimming,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Sports,Swimming
11,No,None,None,None,None,None,Yes,Music,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,Medium,None,Health,Running
17,No,None,None,None,None,None,Yes,Dance,Low,No,High,Free,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,With others,Yes,Asthma,High,No,Yoga,High,None,Analytical,Chess
11,Yes,both,Swimming,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,High,None,Sports,Swimming
11,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Meditation,Low,None,Arts,Dance
6,Yes,indoor,Table Tennis,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,Alone,Yes,Other,Medium,Yes,Running,Medium,None,Sports,Table Tennis
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,With others,No,None,Medium,Yes,Gymnastics,Low,None,Analytical,Robotics
16,Yes,indoor,Badminton,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,Low,None,Sports,Badminton
15,Yes,indoor,Table Tennis,Low,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Sports,Table Tennis
9,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Gymnastics,Medium,None,Health,Gymnastics
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Meditation,Medium,None,Academics,Science Club
16,Yes,outdoor,Football,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Medium,None,Sports,Football
11,Yes,indoor,Badminton,High,Team,Medium,Yes,Dance,High,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Yoga,Medium,None,Arts,Dance
14,No,None,None,None,None,None,Yes,Dance,Medium,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Running,Low,None,Arts,Dance
11,Yes,indoor,Badminton,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Swimming,Low,None,Sports,Badminton
5,Yes,both,Swimming,Low,Individual,High,No,None,None,None,None,None,Yes,Language,No,No,Individual,No,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,High,None,Sports,Swimming
6,Yes,both,Swimming,Medium,Team,Medium,Yes,Drawing,High,Yes,High,Free,No,None,None,None,None,None,Yes,Coding,Low,No,With others,No,Joint Pain,High,Yes,Swimming,Low,None,Arts,Drawing
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,High,Yes,With others,No,None,Low,Yes,Yoga,High,None,Analytical,Coding
15,Yes,indoor,Table Tennis,Medium,Individual,High,No,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Medium,None,Sports,Table Tennis
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,High,None,Health,Swimming
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Meditation,Medium,None,Health,Meditation
8,Yes,indoor,Badminton,Medium,Individual,Low,No,None,None,None,None,None,Yes,Science,No,Yes,Individual,No,Yes,Logical Games,Medium,No,With others,No,Asthma,Low,No,Meditation,Medium,None,Sports,Badminton
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Swimming,Low,None,Health,Swimming
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Meditation,Low,None,Health,Meditation
11,No,None,None,None,None,None,Yes,Dance,High,Yes,Low,Structured,No,None,None,None,None,None,Yes,Coding,High,No,With others,Yes,None,Low,No,Meditation,High,None,Arts,Dance
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,With others,No,None,High,Yes,Gymnastics,Medium,None,Health,Gymnastics
13,Yes,both,Swimming,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Medium,None,Sports,Swimming
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Academics,Creative Writing
17,Yes,indoor,Badminton,Medium,Individual,High,Yes,Dance,High,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Yoga,Low,None,Arts,Dance
14,No,None,None,None,None,None,Yes,Music,Medium,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,Low,None,Arts,Music
15,Yes,indoor,Badminton,Low,Team,Low,Yes,Drawing,High,No,Medium,Structured,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Asthma,Low,No,Meditation,Medium,None,Academics,Science Club
5,Yes,both,Swimming,Low,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Swimming,High,None,Sports,Swimming
9,Yes,outdoor,Cricket,High,Individual,Medium,Yes,Drawing,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Gymnastics,Low,None,Sports,Cricket
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,Asthma,High,Yes,Yoga,Low,None,Academics,Science Club
15,Yes,outdoor,Football,Medium,Individual,Low,No,None,None,None,None,None,Yes,Math,No,No,Individual,Yes,No,None,None,None,None,None,None,Low,No,Running,Low,None,Academics,Math Olympiad
11,No,None,None,None,None,None,Yes,Drawing,High,No,Medium,Structured,Yes,Math,Yes,Yes,Individual,No,No,None,None,None,None,None,Other,High,No,Running,Medium,None,Academics,Math Olympiad
6,Yes,indoor,Table Tennis,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,High,None,Health,Yoga
9,Yes,outdoor,Football,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,None,Health,Gymnastics
16,No,None,None,None,None,None,Yes,Music,High,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Low,None,Arts,Music
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Medium,None,Health,Meditation
6,Yes,indoor,Badminton,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,Low,None,Sports,Badminton
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,None,High,No,Yoga,Low,None,Academics,Creative Writing
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,Yes,Alone,Yes,None,Medium,No,Running,High,None,Analytical,Robotics
15,Yes,outdoor,Football,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Sports,Football
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,No,None,None,None,None,None,Joint Pain,High,No,Meditation,High,None,Academics,Math Olympiad
17,Yes,outdoor,Football,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Low,None,Sports,Football
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,None,Medium,No,Gymnastics,Medium,None,Academics,Creative Writing
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,High,None,Health,Yoga
7,No,None,None,None,None,None,Yes,Drawing,High,No,Medium,Structured,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Other,High,Yes,Running,High,None,Academics,Science Club
8,Yes,outdoor,Cricket,Medium,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,Low,None,Sports,Cricket
9,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,Yes,Science,No,Yes,Group,Yes,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,Low,None,Academics,Science Club
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,Yes,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Academics,Creative Writing
5,No,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Free,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,With others,Yes,Asthma,Low,Yes,Yoga,High,None,Arts,Dance
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Academics,Math Olympiad
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,Medium,None,Health,Swimming
13,No,None,None,None,None,None,Yes,Music,High,No,Medium,Free,Yes,Math,Yes,No,Individual,No,No,None,None,None,None,None,Other,High,No,Meditation,Low,None,Arts,Music
8,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Meditation,Medium,None,Arts,Dance
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Yoga,Medium,None,Health,Yoga
