sport_type,sport_activity_level,sport_play_style,favorite_sport,art_type,art_creativity,art_performance,art_learning,acad_subject,acad_problem_solving,acad_curiosity,acad_study_type,analy_interest,analy_logic,analy_challenge,analy_work_style,health_activity_type,health_energy,health_outdoor,health_activity,category,hobby
indoor,High,Individual,Badminton,Dance,Low,Yes,Structured,Language,No,No,Group,Coding,High,Yes,With others,Physical,Medium,No,Yoga,Sports,Badminton
outdoor,Low,Individual,Cricket,Music,High,No,Structured,Language,No,No,Group,Logical Games,Medium,Yes,With others,Relaxation,Medium,No,Yoga,Analytical,Robotics
indoor,Low,Team,Football,Dance,High,No,Structured,Language,No,No,Individual,Logical Games,Low,No,With others,Physical,High,No,Running,Arts,Dance
outdoor,Low,Team,Football,Drawing,Low,No,Free,Science,Yes,Yes,Individual,Puzzles,Medium,Yes,Alone,Relaxation,Medium,Yes,Meditation,Academics,Science Club
outdoor,Low,Team,Badminton,Music,High,Yes,Structured,Science,No,No,Individual,Coding,Medium,No,Alone,Physical,Medium,Yes,Gymnastics,Arts,Music
outdoor,High,Team,Chess,Drawing,Low,No,Free,Math,Yes,No,Group,Logical Games,High,Yes,Alone,Physical,Low,Yes,Meditation,Analytical,Chess
outdoor,Low,Team,Table Tennis,Music,Medium,No,Free,Language,Yes,Yes,Individual,Puzzles,Medium,Yes,Alone,Physical,High,No,Yoga,Academics,Creative Writing
indoor,Medium,Individual,Chess,Music,High,Yes,Structured,Math,No,No,Group,Coding,Low,No,Alone,Physical,Low,No,Running,Arts,Music
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Yoga,Sports,Table Tennis
outdoor,High,Individual,Cricket,Dance,Low,No,Structured,Language,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Gymnastics,Sports,Swimming
indoor,Medium,Team,Cricket,Music,High,No,Structured,Language,No,No,Individual,Logical Games,Medium,No,Alone,Relaxation,Low,Yes,Meditation,Health,Yoga
outdoor,High,Team,Football,Music,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,High,Yes,Gymnastics,Sports,Football
outdoor,Low,Individual,Football,Drawing,High,Yes,Free,Language,No,Yes,Group,Coding,Low,No,Alone,Relaxation,High,No,Gymnastics,Arts,Drawing
outdoor,High,Team,Football,Music,Medium,No,Structured,Science,No,No,Group,Puzzles,Low,No,With others,Relaxation,High,Yes,Yoga,Sports,Football
outdoor,High,Team,Football,Dance,Low,No,Structured,Science,No,No,Individual,Puzzles,Low,No,With others,Relaxation,High,Yes,Running,Health,Running
indoor,Low,Team,Chess,Music,High,No,Free,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,High,Yes,Yoga,Arts,Music
outdoor,High,Individual,Badminton,Music,Low,No,Free,Language,No,No,Group,Puzzles,Low,Yes,With others,Relaxation,Low,No,Meditation,Sports,Swimming
indoor,Low,Team,Football,Drawing,Low,No,Free,Science,No,No,Group,Coding,High,Yes,Alone,Physical,Low,No,Meditation,Analytical,Coding
outdoor,High,Team,Football,Dance,High,Yes,Structured,Math,No,No,Individual,Logical Games,High,No,With others,Relaxation,Medium,Yes,Meditation,Arts,Dance
outdoor,Low,Team,Cricket,Drawing,Low,No,Free,Language,Yes,Yes,Group,Puzzles,Medium,No,With others,Physical,Medium,Yes,Yoga,Academics,Creative Writing
outdoor,Low,Team,Cricket,Drawing,High,Yes,Free,Math,No,Yes,Individual,Logical Games,Medium,No,Alone,Relaxation,Low,No,Running,Arts,Drawing
outdoor,High,Individual,Cricket,Drawing,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Swimming
outdoor,Low,Individual,Table Tennis,Dance,Low,No,Structured,Math,Yes,Yes,Group,Coding,Medium,No,With others,Physical,High,No,Yoga,Academics,Math Olympiad
indoor,Low,Individual,Table Tennis,Drawing,Low,No,Free,Science,Yes,Yes,Group,Puzzles,Medium,No,Alone,Relaxation,Medium,No,Meditation,Academics,Science Club
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Math,No,No,Individual,Logical Games,Low,Yes,With others,Physical,Low,No,Yoga,Sports,Table Tennis
outdoor,Low,Individual,Badminton,Drawing,High,Yes,Free,Math,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,No,Meditation,Arts,Drawing
outdoor,Low,Individual,Cricket,Drawing,Low,No,Structured,Science,No,No,Individual,Puzzles,High,Yes,With others,Relaxation,Low,No,Meditation,Analytical,Chess
indoor,Low,Team,Chess,Music,High,No,Free,Math,Yes,No,Individual,Logical Games,High,Yes,Alone,Relaxation,Medium,No,Meditation,Analytical,Chess
indoor,Low,Individual,Football,Drawing,Low,No,Structured,Math,Yes,Yes,Individual,Coding,High,No,With others,Physical,Medium,Yes,Gymnastics,Academics,Math Olympiad
indoor,Medium,Individual,Table Tennis,Dance,Low,No,Structured,Math,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Low,Yes,Gymnastics,Sports,Table Tennis
outdoor,Medium,Team,Cricket,Music,Medium,No,Free,Language,No,No,Individual,Logical Games,Medium,Yes,Alone,Physical,High,Yes,Running,Health,Running
indoor,Medium,Individual,Badminton,Drawing,Medium,No,Structured,Language,No,No,Group,Logical Games,Medium,No,With others,Relaxation,High,Yes,Yoga,Health,Yoga
indoor,High,Individual,Badminton,Music,Low,No,Free,Math,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,Yes,Meditation,Sports,Badminton
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Low,Yes,Gymnastics,Sports,Table Tennis
outdoor,Low,Individual,Table Tennis,Music,Medium,No,Free,Language,No,No,Group,Logical Games,Medium,No,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Chess,Music,Medium,No,Structured,Language,Yes,Yes,Individual,Logical Games,Medium,No,Alone,Physical,Low,Yes,Yoga,Academics,Creative Writing
outdoor,Low,Individual,Badminton,Drawing,High,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,No,With others,Relaxation,High,Yes,Meditation,Academics,Science Club
outdoor,Low,Individual,Table Tennis,Dance,High,Yes,Free,Science,No,Yes,Group,Logical Games,Medium,No,Alone,Relaxation,Low,Yes,Yoga,Arts,Dance
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Physical,Medium,Yes,Running,Sports,Table Tennis
indoor,Low,Team,Cricket,Music,High,No,Structured,Math,Yes,Yes,Individual,Logical Games,Medium,No,With others,Physical,Medium,No,Gymnastics,Academics,Math Olympiad
indoor,High,Team,Table Tennis,Dance,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Medium,No,Meditation,Sports,Table Tennis
outdoor,Low,Team,Badminton,Drawing,Low,No,Free,Language,Yes,Yes,Individual,Coding,Low,Yes,Alone,Physical,Low,Yes,Gymnastics,Academics,Creative Writing
outdoor,Low,Team,Football,Dance,Medium,Yes,Structured,Science,No,No,Individual,Coding,High,Yes,With others,Physical,Medium,No,Meditation,Analytical,Coding
indoor,Low,Team,Cricket,Drawing,Low,No,Structured,Science,Yes,Yes,Individual,Coding,High,No,With others,Relaxation,High,Yes,Running,Academics,Science Club
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Language,No,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Low,Individual,Cricket,Dance,Low,Yes,Free,Language,Yes,Yes,Group,Coding,Medium,No,With others,Physical,Low,No,Running,Academics,Creative Writing
outdoor,High,Team,Cricket,Drawing,Low,No,Free,Science,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Sports,Cricket
indoor,Low,Individual,Badminton,Drawing,Low,No,Structured,Math,Yes,Yes,Group,Logical Games,High,Yes,Alone,Physical,Medium,No,Running,Analytical,Chess
indoor,Low,Individual,Football,Music,High,Yes,Free,Science,Yes,Yes,Individual,Logical Games,Low,No,With others,Relaxation,Low,Yes,Meditation,Academics,Science Club
indoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Individual,Puzzles,Low,No,With others,Physical,Medium,Yes,Yoga,Sports,Badminton
outdoor,Low,Team,Chess,Music,High,Yes,Structured,Language,No,No,Individual,Coding,High,Yes,With others,Physical,Medium,No,Yoga,Arts,Music
indoor,Low,Team,Chess,Drawing,Low,No,Structured,Math,Yes,Yes,Individual,Logical Games,Low,Yes,Alone,Relaxation,High,Yes,Yoga,Academics,Math Olympiad
outdoor,Medium,Individual,Chess,Drawing,Low,No,Free,Science,No,Yes,Group,Coding,Low,Yes,Alone,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Low,Individual,Table Tennis,Music,Medium,No,Free,Science,No,No,Group,Coding,High,Yes,Alone,Physical,High,No,Gymnastics,Analytical,Robotics
outdoor,High,Team,Football,Drawing,Low,No,Structured,Math,Yes,No,Group,Coding,Medium,No,With others,Physical,Medium,No,Meditation,Sports,Football
indoor,Medium,Team,Chess,Music,Low,No,Free,Language,No,No,Individual,Logical Games,High,No,With others,Relaxation,Low,Yes,Meditation,Health,Meditation
outdoor,Medium,Team,Cricket,Drawing,Medium,No,Free,Language,No,No,Group,Puzzles,Low,Yes,Alone,Relaxation,Low,Yes,Yoga,Health,Yoga
outdoor,High,Team,Cricket,Drawing,Medium,No,Free,Language,No,No,Individual,Puzzles,Low,No,Alone,Physical,Medium,No,Meditation,Sports,Swimming
outdoor,Medium,Team,Chess,Music,Low,Yes,Structured,Language,No,No,Group,Puzzles,Medium,No,With others,Relaxation,High,Yes,Running,Health,Running
outdoor,High,Team,Football,Drawing,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,No,Gymnastics,Sports,Football
outdoor,Low,Individual,Badminton,Drawing,Low,No,Structured,Math,No,No,Individual,Coding,High,Yes,With others,Relaxation,Low,Yes,Gymnastics,Analytical,Robotics
indoor,Low,Team,Cricket,Drawing,Low,No,Free,Science,Yes,Yes,Group,Logical Games,Medium,No,Alone,Relaxation,Low,No,Yoga,Academics,Science Club
indoor,Medium,Individual,Badminton,Dance,High,Yes,Free,Math,No,No,Individual,Puzzles,High,No,Alone,Physical,Low,No,Yoga,Arts,Dance
outdoor,Medium,Team,Football,Dance,Medium,No,Structured,Science,No,Yes,Group,Coding,High,Yes,Alone,Relaxation,Low,Yes,Meditation,Analytical,Coding
indoor,Low,Individual,Badminton,Music,High,No,Free,Language,No,No,Group,Puzzles,High,Yes,With others,Physical,Low,No,Meditation,Analytical,Chess
indoor,Low,Team,Cricket,Dance,Medium,No,Structured,Math,No,Yes,Group,Coding,High,No,Alone,Physical,Medium,No,Gymnastics,Analytical,Coding
outdoor,Low,Individual,Badminton,Drawing,Low,No,Structured,Science,Yes,Yes,Individual,Logical Games,High,Yes,With others,Relaxation,Low,No,Gymnastics,Analytical,Robotics
indoor,Medium,Individual,Cricket,Music,Low,No,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Table Tennis,Dance,High,Yes,Structured,Language,No,No,Group,Puzzles,Low,No,Alone,Relaxation,High,No,Running,Arts,Dance
outdoor,Low,Individual,Chess,Drawing,High,No,Free,Language,No,No,Individual,Coding,Medium,No,Alone,Physical,Low,No,Yoga,Arts,Drawing
indoor,Low,Team,Table Tennis,Dance,High,No,Structured,Science,Yes,No,Group,Coding,High,Yes,With others,Relaxation,Low,No,Gymnastics,Analytical,Robotics
indoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Language,No,No,Group,Logical Games,Medium,No,Alone,Relaxation,Medium,Yes,Meditation,Sports,Table Tennis
outdoor,Low,Individual,Football,Drawing,High,Yes,Structured,Science,Yes,Yes,Group,Logical Games,High,No,Alone,Relaxation,High,No,Yoga,Academics,Science Club
indoor,Low,Individual,Badminton,Dance,Low,No,Free,Science,Yes,Yes,Group,Logical Games,High,Yes,With others,Physical,Low,No,Meditation,Academics,Science Club
outdoor,Medium,Team,Badminton,Music,Low,Yes,Structured,Math,Yes,Yes,Individual,Logical Games,Medium,No,With others,Physical,Medium,No,Running,Academics,Math Olympiad
outdoor,High,Team,Football,Dance,Low,No,Structured,Math,Yes,No,Individual,Puzzles,High,Yes,With others,Physical,Medium,Yes,Meditation,Analytical,Chess
indoor,High,Individual,Badminton,Dance,Low,No,Free,Math,Yes,No,Group,Coding,Low,No,Alone,Physical,Low,No,Yoga,Sports,Badminton
indoor,Medium,Individual,Football,Drawing,Low,No,Structured,Science,Yes,Yes,Group,Coding,Medium,Yes,Alone,Relaxation,Medium,No,Meditation,Academics,Science Club
outdoor,Low,Team,Cricket,Music,Medium,No,Structured,Language,No,Yes,Individual,Puzzles,High,Yes,With others,Relaxation,High,No,Gymnastics,Analytical,Chess
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Individual,Coding,Low,Yes,Alone,Relaxation,Low,No,Meditation,Sports,Badminton
outdoor,High,Team,Football,Music,Low,No,Free,Science,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,No,Meditation,Sports,Football
indoor,Medium,Team,Badminton,Music,Low,No,Free,Language,Yes,Yes,Group,Puzzles,Medium,Yes,Alone,Physical,Medium,No,Running,Academics,Creative Writing
indoor,Low,Individual,Table Tennis,Drawing,High,Yes,Free,Science,No,No,Individual,Logical Games,Low,No,With others,Physical,High,No,Yoga,Arts,Drawing
indoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Badminton
indoor,Low,Team,Cricket,Music,Low,Yes,Free,Language,Yes,Yes,Individual,Puzzles,Medium,No,Alone,Physical,Low,Yes,Running,Academics,Creative Writing
outdoor,Low,Team,Table Tennis,Music,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,High,Yes,With others,Physical,Low,No,Gymnastics,Analytical,Robotics
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Language,Yes,No,Group,Logical Games,Low,No,Alone,Relaxation,High,Yes,Running,Sports,Badminton
outdoor,High,Team,Cricket,Drawing,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Cricket
outdoor,High,Team,Football,Drawing,Low,No,Free,Math,No,No,Group,Coding,Low,No,With others,Physical,Low,No,Yoga,Sports,Football
indoor,Low,Team,Chess,Drawing,Low,No,Structured,Language,Yes,Yes,Individual,Logical Games,Medium,No,Alone,Physical,Medium,No,Gymnastics,Academics,Creative Writing
indoor,Low,Individual,Table Tennis,Drawing,High,Yes,Free,Science,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Meditation,Arts,Drawing
indoor,Medium,Individual,Cricket,Drawing,Low,No,Structured,Math,No,No,Individual,Logical Games,Medium,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Individual,Table Tennis,Dance,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,High,Yes,Alone,Physical,Medium,No,Yoga,Analytical,Robotics
indoor,Medium,Team,Football,Dance,Low,No,Free,Science,Yes,Yes,Group,Coding,Medium,Yes,Alone,Physical,High,No,Running,Academics,Science Club
indoor,Medium,Team,Football,Music,Medium,No,Free,Science,No,No,Group,Puzzles,Low,No,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Team,Chess,Music,Medium,Yes,Structured,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Gymnastics,Arts,Music
indoor,High,Team,Badminton,Music,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,High,Yes,Running,Sports,Badminton
outdoor,Low,Individual,Badminton,Dance,Low,No,Free,Math,Yes,Yes,Individual,Puzzles,High,Yes,With others,Relaxation,Low,No,Meditation,Academics,Math Olympiad
indoor,Medium,Team,Chess,Dance,Medium,No,Free,Math,No,No,Individual,Coding,High,Yes,Alone,Physical,Medium,No,Running,Analytical,Robotics
outdoor,Low,Team,Badminton,Music,Medium,No,Structured,Math,No,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,Low,No,Running,Analytical,Chess
outdoor,Low,Team,Table Tennis,Dance,Medium,No,Structured,Language,Yes,Yes,Individual,Logical Games,High,Yes,With others,Relaxation,Medium,No,Yoga,Analytical,Robotics
outdoor,Low,Individual,Table Tennis,Dance,High,No,Free,Math,Yes,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Meditation,Academics,Math Olympiad
outdoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Math,No,No,Individual,Puzzles,Medium,No,With others,Relaxation,High,Yes,Yoga,Health,Yoga
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Science,No,No,Group,Logical Games,Low,No,Alone,Physical,Medium,Yes,Running,Sports,Table Tennis
indoor,Low,Team,Badminton,Music,Low,No,Free,Science,Yes,Yes,Individual,Coding,High,Yes,With others,Relaxation,Low,Yes,Meditation,Analytical,Robotics
indoor,Low,Team,Chess,Dance,Medium,No,Structured,Language,No,No,Individual,Logical Games,High,Yes,Alone,Physical,Low,No,Meditation,Analytical,Chess
indoor,Low,Team,Chess,Music,Medium,No,Free,Science,Yes,Yes,Group,Logical Games,High,No,With others,Physical,Medium,No,Running,Academics,Science Club
outdoor,Low,Individual,Football,Music,Medium,No,Free,Language,Yes,No,Individual,Logical Games,High,Yes,With others,Relaxation,Low,No,Meditation,Analytical,Robotics
outdoor,Medium,Individual,Badminton,Drawing,High,Yes,Free,Math,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,No,Meditation,Arts,Drawing
outdoor,Low,Individual,Cricket,Music,Medium,No,Free,Math,Yes,Yes,Individual,Logical Games,Low,Yes,With others,Physical,Medium,No,Gymnastics,Academics,Math Olympiad
indoor,Low,Team,Chess,Drawing,Low,No,Structured,Science,No,Yes,Group,Coding,High,Yes,Alone,Relaxation,High,No,Meditation,Analytical,Coding
outdoor,Medium,Team,Football,Drawing,Low,Yes,Structured,Science,No,No,Individual,Puzzles,Low,Yes,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Team,Badminton,Drawing,High,Yes,Free,Language,No,No,Individual,Puzzles,High,No,With others,Physical,Medium,No,Meditation,Arts,Drawing
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,No,Running,Sports,Badminton
indoor,Low,Individual,Table Tennis,Music,Low,No,Free,Science,No,Yes,Individual,Puzzles,High,Yes,With others,Relaxation,High,No,Meditation,Analytical,Chess
indoor,High,Individual,Badminton,Dance,Low,No,Free,Science,No,No,Individual,Puzzles,Low,No,With others,Physical,Medium,Yes,Gymnastics,Sports,Badminton
indoor,Medium,Individual,Badminton,Music,Medium,No,Structured,Language,Yes,No,Group,Logical Games,Low,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,High,Team,Football,Drawing,Low,No,Free,Science,No,No,Individual,Coding,Low,No,Alone,Physical,Low,Yes,Running,Sports,Football
outdoor,Low,Individual,Chess,Music,Medium,No,Structured,Science,Yes,Yes,Group,Puzzles,High,No,With others,Relaxation,High,No,Running,Academics,Science Club
outdoor,Low,Team,Football,Music,Low,No,Structured,Language,Yes,Yes,Individual,Puzzles,High,Yes,With others,Physical,Low,Yes,Gymnastics,Academics,Creative Writing
outdoor,Medium,Individual,Chess,Dance,Low,No,Free,Language,No,Yes,Individual,Coding,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Individual,Cricket,Drawing,Medium,No,Structured,Language,No,Yes,Individual,Coding,Low,No,Alone,Physical,Medium,Yes,Meditation,Sports,Swimming
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Physical,Low,No,Meditation,Sports,Table Tennis
indoor,Low,Individual,Chess,Drawing,Medium,No,Free,Science,Yes,Yes,Group,Puzzles,High,No,Alone,Physical,Medium,No,Running,Academics,Science Club
outdoor,Medium,Individual,Badminton,Drawing,High,No,Free,Language,No,No,Group,Logical Games,Low,No,With others,Relaxation,Low,No,Running,Arts,Drawing
outdoor,Medium,Individual,Chess,Drawing,Medium,Yes,Structured,Math,Yes,Yes,Individual,Coding,Medium,No,With others,Relaxation,Medium,Yes,Running,Academics,Math Olympiad
outdoor,Low,Individual,Cricket,Drawing,High,No,Free,Language,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Low,No,Meditation,Analytical,Coding
indoor,Low,Team,Football,Drawing,Low,No,Structured,Language,Yes,Yes,Individual,Coding,Medium,Yes,Alone,Physical,Medium,No,Meditation,Academics,Creative Writing
outdoor,Medium,Team,Table Tennis,Music,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Table Tennis,Music,High,No,Structured,Science,Yes,No,Group,Logical Games,Low,No,With others,Relaxation,Low,Yes,Meditation,Arts,Music
outdoor,Medium,Team,Table Tennis,Drawing,Medium,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Physical,Low,Yes,Yoga,Health,Yoga
outdoor,High,Individual,Chess,Dance,Medium,No,Free,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,Low,Team,Chess,Drawing,High,Yes,Free,Math,No,No,Group,Logical Games,Low,Yes,With others,Physical,Low,No,Gymnastics,Arts,Drawing
outdoor,High,Individual,Chess,Dance,Low,Yes,Structured,Language,No,No,Group,Puzzles,Medium,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Team,Badminton,Dance,Low,No,Free,Math,Yes,Yes,Group,Logical Games,Medium,Yes,Alone,Physical,Low,No,Meditation,Academics,Math Olympiad
indoor,Low,Individual,Football,Dance,High,Yes,Structured,Science,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Low,No,Meditation,Arts,Dance
indoor,Low,Individual,Table Tennis,Dance,Low,No,Structured,Science,Yes,Yes,Group,Coding,High,Yes,With others,Relaxation,Medium,Yes,Gymnastics,Academics,Science Club
indoor,Medium,Individual,Football,Dance,Low,No,Structured,Language,No,No,Individual,Coding,Low,Yes,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Team,Football,Music,Low,No,Structured,Language,Yes,Yes,Individual,Coding,Medium,Yes,Alone,Physical,Low,No,Yoga,Academics,Creative Writing
indoor,Low,Individual,Football,Dance,High,No,Structured,Science,No,No,Group,Puzzles,Low,No,With others,Physical,Medium,Yes,Running,Arts,Dance
outdoor,Medium,Individual,Football,Dance,Low,No,Free,Language,Yes,Yes,Individual,Coding,Low,No,Alone,Relaxation,Medium,Yes,Meditation,Academics,Creative Writing
indoor,Medium,Individual,Cricket,Drawing,Medium,No,Free,Math,Yes,No,Individual,Puzzles,Low,No,Alone,Relaxation,Low,Yes,Meditation,Health,Meditation
outdoor,Medium,Individual,Chess,Drawing,High,No,Free,Science,No,Yes,Individual,Coding,High,Yes,With others,Physical,Low,No,Meditation,Analytical,Robotics
outdoor,Low,Team,Table Tennis,Music,Medium,No,Free,Math,Yes,No,Group,Logical Games,Medium,Yes,Alone,Relaxation,Medium,No,Yoga,Analytical,Chess
outdoor,Low,Individual,Football,Drawing,Low,No,Structured,Science,Yes,Yes,Group,Puzzles,Medium,No,With others,Physical,Medium,No,Gymnastics,Academics,Science Club
outdoor,Low,Individual,Cricket,Dance,Low,No,Free,Math,Yes,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,Low,No,Running,Analytical,Chess
indoor,Low,Team,Chess,Drawing,High,Yes,Free,Math,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Arts,Drawing
outdoor,Medium,Team,Badminton,Music,Low,No,Free,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,Low,Yes,Yoga,Health,Yoga
indoor,Medium,Team,Cricket,Dance,Medium,No,Free,Language,Yes,Yes,Group,Puzzles,Medium,Yes,Alone,Physical,Low,No,Meditation,Academics,Creative Writing
indoor,Low,Team,Football,Dance,High,Yes,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,No,Gymnastics,Arts,Dance
outdoor,High,Team,Football,Music,Medium,No,Free,Language,No,No,Group,Coding,High,No,With others,Physical,Low,Yes,Running,Sports,Football
outdoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Math,No,No,Individual,Coding,Low,No,Alone,Relaxation,Low,No,Meditation,Sports,Swimming
indoor,Medium,Individual,Badminton,Music,Low,No,Free,Language,No,Yes,Individual,Coding,Low,Yes,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Team,Cricket,Dance,Medium,No,Free,Language,No,Yes,Individual,Logical Games,High,Yes,With others,Relaxation,Medium,No,Yoga,Analytical,Robotics
indoor,Low,Individual,Table Tennis,Dance,High,No,Structured,Math,No,No,Group,Logical Games,High,Yes,With others,Physical,Medium,No,Meditation,Analytical,Chess
outdoor,High,Team,Cricket,Dance,High,No,Structured,Science,No,No,Individual,Puzzles,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,High,Individual,Cricket,Drawing,Low,No,Free,Science,No,No,Individual,Coding,Low,Yes,With others,Physical,High,No,Gymnastics,Health,Gymnastics
indoor,Low,Individual,Football,Dance,Low,No,Structured,Math,Yes,Yes,Individual,Coding,High,Yes,With others,Relaxation,Medium,No,Running,Analytical,Coding
outdoor,High,Team,Football,Music,High,Yes,Free,Science,No,No,Group,Puzzles,Low,No,Alone,Physical,High,Yes,Yoga,Sports,Football
outdoor,Low,Individual,Table Tennis,Drawing,Low,Yes,Structured,Science,Yes,Yes,Individual,Logical Games,Medium,No,Alone,Physical,Low,Yes,Meditation,Academics,Science Club
outdoor,High,Team,Football,Dance,Low,No,Free,Math,No,No,Group,Coding,Low,No,With others,Physical,Medium,Yes,Gymnastics,Sports,Football
outdoor,Medium,Individual,Table Tennis,Drawing,Low,No,Free,Science,No,No,Group,Logical Games,Medium,No,With others,Relaxation,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Science,No,No,Group,Logical Games,Low,No,With others,Relaxation,Low,No,Running,Sports,Table Tennis
indoor,Low,Individual,Football,Drawing,High,Yes,Free,Language,No,Yes,Group,Coding,Low,No,Alone,Physical,Low,No,Meditation,Arts,Drawing
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Language,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Yoga,Sports,Table Tennis
indoor,Low,Team,Table Tennis,Music,High,No,Free,Math,No,No,Individual,Puzzles,Low,No,With others,Relaxation,High,No,Running,Arts,Music
indoor,High,Individual,Table Tennis,Music,Medium,No,Free,Science,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Medium,No,Gymnastics,Sports,Table Tennis
indoor,Low,Team,Football,Dance,High,Yes,Structured,Science,Yes,Yes,Group,Coding,High,No,With others,Physical,Low,No,Gymnastics,Academics,Science Club
outdoor,High,Team,Cricket,Dance,Low,No,Free,Language,No,Yes,Individual,Coding,Low,No,With others,Physical,Low,No,Meditation,Sports,Cricket
indoor,High,Individual,Badminton,Music,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,High,Yes,Gymnastics,Sports,Badminton
indoor,High,Individual,Table Tennis,Music,Medium,No,Free,Language,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Individual,Badminton,Dance,Medium,No,Structured,Language,Yes,No,Group,Coding,High,Yes,Alone,Relaxation,Low,No,Yoga,Analytical,Coding
